"","Age","Sex","Grade","race","schooltype","curious_trying_others","Smoked_cigarettes_on_1_or","Smoked_cigars_cigarillos","chewing_tobacco_snuff_or","Smoked_tobacco_pipe_not_h","Smoked_bidis_on_1_or_more","Smoked_tobacco_hookah_or","snus_such_as_Camel_or_Mar","dissolvable_tobacco_such","electronic_cigarettes_suc","curious_smoke_cig","housemoate_no_smoke","smoked","curious"
"19",8,"M",5,"White","High",1,0,0,1,0,0,0,0,0,1,"3",NA,TRUE,0
"20",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"21",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"22",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"23",8,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"24",9,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"25",9,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"26",10,"M",6,"White","High",1,0,0,1,0,0,0,0,0,0,"4","1",TRUE,0
"27",8,"M",6,"White","High",1,0,0,1,0,0,0,0,0,0,"4","1",TRUE,0
"28",8,"M",6,"White","High",9,1,1,1,0,0,1,1,0,1,"1",NA,TRUE,1
"29",9,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"30",8,"M",6,"White","High",1,0,0,0,0,0,0,0,0,1,"4",NA,TRUE,0
"31",8,"M",6,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"32",9,"M",6,"White","High",11,1,0,1,0,0,0,0,0,1,"2",NA,TRUE,1
"33",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"34",9,"M",6,"White","High",10,0,0,0,1,0,0,0,0,1,"3",NA,TRUE,0
"35",8,"F",6,"Hispanic","High",4,0,1,0,0,0,0,0,0,1,"1",NA,TRUE,1
"36",9,"M",6,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"37",8,"M",6,"White","High",7,1,1,1,0,0,0,0,0,0,"3","1",TRUE,0
"38",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,1,"4",NA,TRUE,0
"39",9,"M",6,"White","High",8,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"40",9,"M",7,"White","High",10,1,0,1,NA,NA,NA,NA,NA,1,"1",NA,TRUE,1
"41",10,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"42",10,"M",7,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"43",9,"M",7,"White","High",9,1,1,1,0,0,0,1,0,1,"1","1",TRUE,1
"44",10,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"45",10,"M",7,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"46",9,"F",7,"White","High",9,0,0,0,0,0,NA,0,0,0,"1","1",NA,1
"47",9,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"48",10,"M",7,"White","High",10,1,0,1,0,0,0,0,0,1,"4","1",TRUE,0
"49",10,"M",7,"White","High",6,1,0,0,0,0,0,0,0,1,"1","1",TRUE,1
"50",9,"F",7,"White","High",11,1,0,0,0,0,0,1,0,0,"1","1",TRUE,1
"51",10,"F",7,"White","High",1,1,0,0,1,0,1,0,0,1,"1","1",TRUE,1
"52",10,"M",7,"White","High",10,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"53",NA,NA,7,NA,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,1
"54",10,"M",7,"White","High",6,1,1,1,0,0,0,0,0,1,"1",NA,TRUE,1
"55",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"56",9,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"57",10,"M",7,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"58",9,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"59",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"60",11,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"61",9,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"62",10,"M",7,"White","High",10,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"63",9,"M",7,"White","High",NA,1,0,1,0,0,0,0,0,0,"1",NA,TRUE,1
"64",10,"M",7,"Hispanic","High",10,1,0,0,0,0,0,0,0,1,"1","1",TRUE,1
"65",11,"M",7,"Hispanic","High",NA,0,NA,NA,1,0,1,0,0,0,"4",NA,TRUE,0
"66",10,"M",7,"White","High",6,1,1,0,1,0,1,0,0,0,"1","1",TRUE,1
"67",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"68",9,"F",6,"White","High",8,1,1,0,0,0,0,1,0,1,"1",NA,TRUE,1
"69",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"70",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"71",6,"M",3,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"72",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"73",6,"F",3,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"74",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"75",5,"M",3,"White","Middle",1,0,0,0,0,0,NA,0,0,0,"4",NA,NA,0
"76",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"77",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"78",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"79",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"80",5,"M",3,"White","Middle",2,0,0,1,0,0,0,0,0,0,"4",NA,TRUE,0
"81",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"82",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"83",5,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"84",5,"M",3,"White","Middle",NA,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"85",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,1,"1",NA,TRUE,1
"86",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"87",5,"M",3,"White","Middle",6,1,1,1,0,0,0,0,0,0,"1",NA,TRUE,1
"88",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,1,"4",NA,TRUE,0
"89",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"90",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"91",4,"M",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"92",4,"F",2,"Hispanic","Middle",1,0,0,0,NA,NA,0,NA,NA,0,"2",NA,NA,1
"93",5,"M",2,"AI/AN","Middle",2,1,0,0,0,0,NA,0,0,0,"*","1",TRUE,1
"94",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"95",4,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"96",4,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"97",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"98",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"99",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"100",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"101",4,"M",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"102",5,"F",2,"White","Middle",1,0,0,0,0,0,NA,0,0,0,"4",NA,NA,0
"103",4,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"104",5,"F",2,"White","Middle",1,0,0,NA,0,0,0,0,0,1,"3","1",TRUE,0
"105",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"106",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"107",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"108",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"109",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"110",5,"F",2,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"111",4,"F",2,"Black","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"112",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"113",4,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"114",4,"M",1,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"115",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"116",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"117",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"118",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"119",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"120",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"121",3,"M",1,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"122",4,"M",1,NA,"Middle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",3,"F",1,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"124",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"125",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"126",4,"M",1,"White","Middle",2,1,1,1,NA,NA,NA,NA,NA,1,"2",NA,TRUE,1
"127",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"128",4,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"129",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"130",4,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"131",5,"M",1,"White","Middle",1,0,0,0,NA,NA,0,NA,NA,0,"4","1",NA,0
"132",4,"M",1,"White","Middle",1,0,NA,NA,NA,NA,NA,NA,NA,0,"2",NA,NA,1
"133",6,"M",3,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"134",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"135",6,"M",3,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"136",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"137",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"138",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"139",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"140",6,"F",3,"White","Middle",1,0,0,0,NA,NA,NA,NA,NA,0,"4","1",NA,0
"141",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"142",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"143",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"144",5,"F",3,"White","Middle",1,1,0,0,0,0,0,0,0,0,"1",NA,TRUE,1
"145",6,"F",3,"Hispanic","Middle",1,0,0,0,NA,NA,0,NA,NA,0,"1",NA,NA,1
"146",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"147",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"148",6,"M",3,"White","Middle",1,0,0,0,0,0,NA,0,0,0,"3",NA,NA,0
"149",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"150",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"151",6,"F",3,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,1,"3",NA,TRUE,0
"152",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"153",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"154",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"155",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"156",6,"M",3,"White","Middle",7,1,1,0,0,0,0,0,0,1,"1","1",TRUE,1
"157",6,"F",3,"White","Middle",7,1,1,0,0,0,0,1,0,1,"2",NA,TRUE,1
"158",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"159",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"160",11,"M",1,"White","Middle",2,1,1,1,1,1,1,1,1,1,"1",NA,TRUE,1
"161",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"162",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"163",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"164",6,"F",3,NA,"Middle",1,0,0,0,0,0,0,0,0,0,NA,"1",FALSE,NA
"165",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"166",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"167",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"168",6,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"169",7,"M",3,"White","Middle",8,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"170",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"171",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"172",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"173",6,"M",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"174",6,"M",3,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"175",6,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"176",5,"F",3,"White","Middle",1,0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"177",5,"F",3,"Black","Middle",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"178",8,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"179",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"180",10,"M",7,"White","High",10,1,1,0,0,0,1,0,0,1,"2",NA,TRUE,1
"181",10,"M",6,"Black","High",1,1,0,1,0,0,0,0,0,1,"3",NA,TRUE,0
"182",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"183",9,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"184",9,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"185",10,"M",7,"White","High",1,0,0,1,0,0,0,0,0,0,"4","1",TRUE,0
"186",9,"F",7,"White","High",10,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"187",10,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"188",9,"F",7,"White","High",8,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"189",10,"F",7,"White","High",9,1,1,0,1,0,1,1,0,1,"1",NA,TRUE,1
"190",9,"F",7,"AI/AN","High",10,1,0,0,0,0,1,1,1,1,"3","1",TRUE,0
"191",10,"M",7,"White","High",8,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"192",10,"F",7,"Hispanic","High",12,0,0,0,0,0,1,0,0,0,"4","1",TRUE,0
"193",10,"M",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"194",10,"M",7,"White","High",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,TRUE,1
"195",9,"M",7,"White","High",10,0,0,0,0,0,0,0,0,NA,"3",NA,NA,0
"196",9,"F",7,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"197",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"198",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"199",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"200",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"201",9,"F",6,"Asian","High",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"202",9,"M",6,"White","High",7,1,0,1,0,0,0,0,0,0,"1",NA,TRUE,1
"203",8,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"204",8,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"205",8,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"206",8,"M",6,"White","High",9,1,1,1,0,0,1,0,1,1,"2",NA,TRUE,1
"207",8,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"208",9,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"209",8,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"210",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"211",9,"F",6,"White","High",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"212",9,"M",6,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"213",7,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"214",7,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"215",7,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"216",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"217",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"218",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"219",8,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"220",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"221",8,"M",5,"White","High",10,1,0,0,0,0,0,1,0,1,"2",NA,TRUE,1
"222",7,"M",5,"White","High",4,1,1,1,0,0,0,1,0,1,"1","1",TRUE,1
"223",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"224",8,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"225",8,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"226",8,"M",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"227",7,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"228",7,"F",5,"White","High",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"229",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"230",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"231",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"232",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"233",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"234",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"235",3,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"236",4,"F",1,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"237",3,"M",1,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"238",4,"M",1,"White","Middle",5,0,0,1,0,0,0,0,0,0,"1",NA,TRUE,1
"239",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"240",3,"F",1,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"241",3,"F",1,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"242",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"243",3,NA,NA,"White",NA,1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"244",5,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"245",4,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"246",4,"M",1,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,NA,"4","1",NA,0
"247",5,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"248",4,"F",1,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"249",3,"F",1,NA,"Middle",1,0,0,0,0,0,0,0,0,NA,"4",NA,NA,0
"250",4,NA,NA,"Hispanic",NA,1,0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"251",4,"F",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"252",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"253",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"254",3,"M",1,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"255",4,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"256",4,"M",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"257",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"258",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"259",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"260",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"261",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"262",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"263",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"264",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"265",5,"F",2,NA,"Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"266",5,"M",2,"AI/AN","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"267",5,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"268",9,"M",7,"White","High",1,0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"269",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"270",5,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"271",5,"M",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"272",4,"M",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"273",4,"M",2,NA,"Middle",1,0,0,0,NA,NA,0,NA,NA,0,"4",NA,NA,0
"274",5,"F",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"275",4,"F",2,"White","Middle",1,0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
