"","Age","Sex","Grade","race","schooltype","curious_trying_others","Smoked_cigarettes_on_1_or","Smoked_cigars_cigarillos","chewing_tobacco_snuff_or","Smoked_tobacco_pipe_not_h","Smoked_bidis_on_1_or_more","Smoked_tobacco_hookah_or","snus_such_as_Camel_or_Mar","dissolvable_tobacco_such","electronic_cigarettes_suc","curious_smoke_cig","housemoate_no_smoke","smoked","curious"
"57",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"58",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"59",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"60",9,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"61",9,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"62",11,"F","7","Hispanic","High","9",0,0,0,NA,NA,0,NA,0,0,"4",NA,NA,0
"63",10,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"64",9,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"65",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"66",9,"M","7","Hispanic","High","9",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"67",10,"M","7","Hispanic","High","9",1,1,1,0,0,0,0,1,1,".S","1",TRUE,1
"68",10,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"69",11,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"70",10,"M","7","Hispanic","High","10",0,1,0,0,0,0,0,0,1,"2","1",TRUE,1
"71",10,"F","7","Hispanic","High","S",1,0,0,NA,NA,1,0,0,1,".S","1",TRUE,1
"72",7,"F","4","Hispanic","High","7",0,0,0,0,0,0,0,0,1,".S",NA,TRUE,1
"73",6,"M","4","White","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"74",6,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"75",7,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"76",6,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"77",7,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"78",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"79",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"80",7,"F","4","M","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"81",6,"M","4","Hispanic","High","6",0,0,0,0,0,0,1,0,1,".S","1",TRUE,1
"82",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"83",6,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"84",7,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"85",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,1,"3","1",TRUE,0
"86",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"87",7,"M","4","Hispanic","High","4",1,1,0,0,0,1,0,0,1,".S",".N",TRUE,1
"88",6,"F","4","NHOPI","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"89",6,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"90",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"91",7,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"92",7,"M","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"93",7,"F","4","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"94",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"95",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"96",7,"M","5","Hispanic","High","5",1,1,1,NA,0,1,NA,0,1,".S",".Z",TRUE,1
"97",7,"M","5","Hispanic","High","7",0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"98",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"99",7,"F","5","White","High","S",0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"100",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"101",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"102",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"103",8,"M","5","Hispanic","High","9",0,1,0,0,0,0,0,0,0,".S","1",TRUE,1
"104",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"105",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"106",8,"M","8","Hispanic",NA,"S",0,0,0,0,0,0,0,0,1,"2","1",TRUE,1
"107",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,1,"1",NA,TRUE,1
"108",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"109",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"110",8,"M","5","Hispanic","High","S",0,0,0,NA,NA,0,0,0,0,".S","1",NA,1
"111",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"112",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"113",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"114",8,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"115",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"116",9,"F","5","Hispanic","High","6",1,1,0,0,0,0,0,0,1,".S","1",TRUE,1
"117",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"118",8,"F","5","Hispanic","High","S",0,0,0,0,0,1,1,0,1,".S",NA,TRUE,1
"119",7,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3",".N",FALSE,0
"120",8,"F","4","Hispanic","High","8",0,1,0,0,0,0,0,0,1,".S",NA,TRUE,1
"121",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",".Z",FALSE,0
"122",7,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"123",8,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"124",7,"M","5","Hispanic","High","S",0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"125",7,"F","5","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"126",8,"M","6","Hispanic","High","6",0,1,0,0,0,0,0,0,0,".S","1",TRUE,1
"127",9,"M","6","Hispanic","High","6",1,1,0,1,0,0,0,0,1,".S",NA,TRUE,1
"128",8,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"129",9,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"130",9,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"131",8,"F","6","Hispanic","High","8",0,1,0,0,0,0,0,0,1,".S","1",TRUE,1
"132",9,"M","6","Hispanic","High","8",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"133",9,"M","6","White","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"134",10,"F","6","White","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"135",8,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,1,"3",NA,TRUE,0
"136",NA,"N","N","M",NA,"S",0,0,0,0,0,0,0,0,0,"4",".N",FALSE,0
"137",9,"M","6","Hispanic","High","9",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"138",8,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"139",8,"M","6","Black","High","S",1,0,0,0,0,1,0,0,0,".S",NA,TRUE,1
"140",8,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"141",8,"F","6","Hispanic","High","7",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"142",8,"F","6","M","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"143",8,"M","6","Hispanic","High","9",0,0,0,0,0,0,0,0,1,"1","1",TRUE,1
"144",9,"F","6","Hispanic","High","S",0,0,0,0,0,1,0,0,0,".S","1",TRUE,1
"145",10,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"146",9,"M","6","Hispanic","High","8",0,1,0,0,0,0,0,0,0,".S","1",TRUE,1
"147",9,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"148",8,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"149",9,"F","6","AI/AN","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"150",9,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"151",9,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"152",8,"M","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"153",8,"M","6","Hispanic","High","9",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"154",9,"F","6","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"155",10,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"156",9,"M","7","Hispanic","High","10",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"157",10,"M","7","AI/AN","High","S",1,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"158",10,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"159",10,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"160",10,"M","7","Hispanic","High","8",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"161",9,"M","7","Hispanic","High","S",0,0,0,NA,NA,0,NA,NA,1,".S",".N",TRUE,1
"162",10,"M","7","Hispanic","High","S",1,0,0,0,0,0,0,0,1,".S",NA,TRUE,1
"163",11,"F","7","Hispanic","High","S",1,0,0,0,0,0,0,0,1,".S",".N",TRUE,1
"164",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"165",9,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"166",10,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4",".N",FALSE,0
"167",9,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"1",NA,FALSE,1
"168",11,"F","7","Hispanic","High","S",1,0,0,0,0,0,0,0,0,".S",NA,TRUE,1
"169",9,"M","7","Hispanic","High","10",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"170",9,"F","7","White","High","8",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"171",11,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"172",9,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"173",10,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"174",10,"M","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"175",9,"F","7","White","High","S",0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"176",10,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"177",10,"F","7","Hispanic","High","8",0,1,0,0,0,0,0,0,0,".S","1",TRUE,1
"178",10,"F","7","White","High","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"179",9,"F","7","Hispanic","High","S",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"180",4,"F","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"181",4,"F","1","M","Middle","S",0,0,0,0,0,1,0,0,1,"1",NA,TRUE,1
"182",NA,"M","1","M","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"183",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"184",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"2","1",TRUE,1
"185",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"2",NA,TRUE,1
"186",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"2","1",TRUE,1
"187",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"1","1",TRUE,1
"188",5,"M","1","Black","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"189",4,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,1,0,0,"4",NA,TRUE,0
"190",4,"M","1","Hispanic","Middle","2",1,1,0,0,0,1,0,0,1,".S","1",TRUE,1
"191",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"192",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"193",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"194",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"195",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"196",5,"M","2","White","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"197",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"198",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"199",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,".S",NA,TRUE,1
"200",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"201",6,"F","3","Hispanic","Middle","6",0,0,0,0,0,0,NA,0,1,"1",NA,TRUE,1
"202",6,"M","3","White","Middle","6",0,0,0,0,0,0,0,0,1,".S",NA,TRUE,1
"203",7,"M","3","Hispanic","Middle","7",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"204",5,"M","3","White","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"205",5,"F","3","White","Middle","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"206",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"207",6,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"208",6,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"209",5,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"210",NA,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"211",5,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"212",6,"M","3","Hispanic","Middle","2",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"213",6,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"2",NA,TRUE,1
"214",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"215",6,"M","3","Hispanic","Middle","7",0,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"216",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"217",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"218",4,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"219",3,"M","1","AI/AN","Middle","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,".S",NA,NA,1
"220",4,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"221",4,"F","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"222",4,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,".S","1",FALSE,1
"223",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"3",NA,TRUE,0
"224",3,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"225",4,"M","1","Asian","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"226",4,"F","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"227",4,"M","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"228",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"229",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"1","1",FALSE,1
"230",4,"M","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"231",4,"M","1","AI/AN","Middle","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"232",3,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"233",4,"M","1","Hispanic","Middle","4",0,1,0,0,0,0,0,0,1,".S","1",TRUE,1
"234",3,"F","1","White","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"235",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"236",4,"M","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"237",4,"F","1","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"238",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"239",4,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"240",5,"M","2","Hispanic","Middle","S",0,0,1,0,0,0,0,0,0,"4",NA,TRUE,0
"241",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"242",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,".S",NA,TRUE,1
"243",6,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"244",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"245",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"246",4,"N","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"247",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2","1",FALSE,1
"248",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"249",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"250",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"251",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"252",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4",NA,FALSE,0
"253",4,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"254",4,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"255",5,"F","2","Hispanic","Middle","4",1,1,0,0,0,1,0,0,1,".S","1",TRUE,1
"256",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"257",4,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"258",4,"M","2","Black","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"259",6,"F","2","Black","Middle","S",1,0,0,0,0,0,0,0,1,".S","1",TRUE,1
"260",5,"F","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"4","1",FALSE,0
"261",5,"M","2","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"262",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,".S",NA,FALSE,1
"263",6,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"264",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"3","1",FALSE,0
"265",5,"M","3","White","Middle","S",0,0,0,0,0,0,0,0,0,"3",NA,FALSE,0
"266",6,"F","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
"267",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,1,"4","1",TRUE,0
"268",6,"M","3","Hispanic","Middle","S",0,0,0,0,0,0,0,0,0,"2",NA,FALSE,1
